4432,1105,14927,1364,1587,265,15340,4337,21157,1790,1793,225,19,154
6478,862,7662,805,992,590,21282,2469,9054,739,890,912,23,154
8402,442,473,179,248,0,21228,2201,343,126,43,0,27,154
5530,147,7909,697,971,0,14517,1426,8747,749,1021,144,25,154
7210,561,5438,400,459,122,22993,2877,7258,367,515,106,20,154
5996,839,16491,1358,1533,569,20521,2306,21472,1514,1676,727,20,154
5710,161,17367,1475,1269,216,17041,2217,21340,1693,1665,198,26,154
4894,417,9045,707,982,67,15990,2635,12310,815,1004,12,19,154
5768,939,12225,1121,590,214,14877,3202,14618,1281,703,243,23,154
6458,493,11747,944,1226,86,19976,2575,14763,1102,1376,182,21,154
6689,575,15196,1168,1584,216,22441,3089,18846,1313,2197,347,21,154
7472,2367,12768,1222,1084,487,21206,6006,15760,1296,1108,753,23,154
4905,18,4645,515,732,267,17951,1091,6098,501,698,356,19,154
6654,2545,23366,2183,2483,0,20118,5647,27330,2381,2723,133,24,154
6199,699,13320,1115,1248,324,16287,1794,15158,1204,1059,486,25,154
7529,527,4705,497,523,354,21024,1397,5266,405,384,301,22,154
5539,0,27730,2287,2681,224,15324,1266,31650,2364,2543,182,25,154
4758,432,9681,862,1795,218,16443,1673,12736,1034,2258,225,19,154
4202,525,23487,2021,1621,353,13048,2559,29083,2197,1645,582,22,154
4305,61,15990,1331,1997,0,13670,2252,21897,1591,2672,0,18,154
8794,380,26441,2239,1587,0,28632,1999,31030,2398,1555,405,24,154
4599,3213,12972,1211,1325,39,13259,8223,18201,1569,1463,113,20,154
5935,555,13165,1064,1751,491,16738,2179,16419,1171,2155,536,28,154
4819,513,11251,997,1132,70,12038,1479,13091,1068,1071,271,23,154
4399,350,11985,1133,1190,153,15320,970,16822,1474,1378,150,19,154
5143,1414,13484,1175,2000,127,16250,3474,15325,1169,2044,302,25,154
7822,453,10148,757,999,340,25487,2507,13036,930,1124,344,22,154
5614,1509,16371,1361,1872,84,19869,4545,20171,1471,1709,322,22,154
2691,1985,3115,430,658,89,12776,7582,5345,494,747,70,13,154
6698,103,35333,2792,3255,562,16390,1791,39958,3065,3440,723,27,154
4127,31,8989,790,1157,158,12704,632,11703,835,1190,262,19,154
3601,0,8431,835,958,103,14510,776,12824,1041,1256,294,16,154
4619,46,12781,1120,1625,0,16127,558,17752,1363,1817,47,19,154
4687,668,7163,619,752,300,17825,2922,9824,718,787,336,18,154
7270,280,15927,1213,1660,84,22390,1050,18818,1231,1587,280,24,154
5314,422,7675,761,910,319,15808,1739,9372,847,1304,275,21,154
6865,440,11539,818,1006,388,16678,955,12664,803,893,528,26,154
5581,244,18084,1570,1716,0,15494,1555,22653,1853,1815,52,21,154
6205,749,22824,1783,2083,91,18172,2754,30433,2180,2279,78,20,154
7674,691,17854,1591,1850,50,19427,2737,20384,1671,2090,233,24,154
4237,237,12424,1009,975,19,14412,1229,17181,1246,1019,0,18,154
5840,1163,16231,1261,1935,339,16426,3062,19094,1345,2176,485,24,154
4853,1127,23330,1922,2572,381,21019,3720,35583,2682,3654,370,16,154
4144,788,19667,1495,1638,0,13156,3032,26003,1634,2634,524,24,154
7632,896,22864,2015,2524,193,21870,2510,27862,2134,2721,398,22,154
5592,2976,6902,539,771,24,15742,7867,7841,481,597,82,22,154
9010,1439,34142,2909,2422,247,28077,4187,39055,3248,2727,197,25,154
4989,119,20541,1735,1734,203,15857,2158,26533,1973,1897,432,22,154
3871,275,8832,856,1205,204,15102,1350,13982,1152,1397,436,18,154
7813,118,6299,700,1120,156,24356,767,7207,591,1202,166,22,154
5378,137,8370,688,976,12,17451,1139,11420,816,930,120,19,154
6595,53,9527,877,636,221,22883,1038,11097,995,395,150,26,154
4303,251,19412,1676,1964,0,12502,2042,26076,2089,2585,187,19,154
8360,395,20955,1649,1597,192,23015,2149,24120,1775,1371,150,23,154
7476,192,16403,1475,1005,152,22673,831,20133,1617,1458,334,22,154
7476,137,11157,908,1255,101,26488,1684,15504,937,1241,1019,20,154
8602,1,9991,815,944,125,24299,1831,11789,801,832,184,22,154
6630,3760,25173,2092,1964,12,19794,9266,31307,2448,2214,0,21,154
6451,1473,18174,1624,1553,223,17776,4510,19699,1689,1325,488,32,154
7520,1118,11307,1189,1246,251,24411,2738,13977,1273,1086,336,22,154
5216,658,12246,1025,1146,252,18685,2150,14724,1163,1150,356,19,154
4523,2302,11997,1003,1160,463,15270,5720,17214,1308,1387,501,19,154
2523,443,8097,710,1205,185,12505,1903,15614,1098,1747,178,12,154
4978,131,11668,971,1276,329,18628,1972,16091,1174,1511,359,18,154
5308,19,28868,2578,2721,0,16456,1327,39638,3332,3294,563,19,154
8875,0,17113,1624,1621,131,26976,728,18739,1705,1199,160,26,154
5332,1084,12458,1118,1364,346,16597,4625,16444,1292,1652,739,19,154
8255,708,11895,992,973,512,23879,4189,14343,1027,906,605,23,154
9606,2076,11073,722,1149,357,21406,4819,11663,651,1221,492,29,154
5427,453,10954,856,924,64,16099,2779,14233,977,1081,37,20,154
4252,590,3518,455,896,39,14142,2079,4635,472,919,46,19,154
5396,221,532,191,241,28,18150,1508,528,127,0,50,19,154
6386,686,13779,1007,1880,0,16304,2358,14867,1114,2061,8,24,154
8097,922,24333,1945,1925,237,19238,3028,26333,2083,1977,610,30,154
11220,864,8054,863,940,231,34066,2389,9467,965,883,397,24,154
3700,458,14518,1270,1198,148,14742,1709,21937,1833,1475,179,16,154
9416,1348,29122,2222,2603,313,21617,3457,31764,2226,2711,375,28,154
3770,179,15485,1567,1584,432,12192,1447,21905,2005,2215,643,18,154
7593,0,17439,1292,1516,0,22855,704,20708,1380,1647,0,22,154
5792,500,16630,1429,1489,72,24614,1508,24807,1940,1946,59,17,154
4694,771,14300,1201,1002,252,12924,2405,18413,1263,861,205,21,154
7355,448,22933,1771,2051,341,20292,2053,27155,1968,1969,341,24,154
9894,294,16430,1282,822,0,30351,2212,18225,1266,636,124,25,155
3174,0,5931,520,959,176,15016,1162,10026,648,1450,128,14,155
9478,561,5579,518,282,35,25377,2050,7072,548,182,122,23,155
4802,0,12310,1258,860,151,16610,2367,15944,1484,972,199,20,155
4338,503,12849,1198,1578,186,14946,1420,18752,1682,1883,301,20,155
6172,0,15930,1375,1581,0,19149,1791,20557,1608,1711,6,21,155
6770,1235,40033,3206,4276,526,19749,3523,48267,3538,5544,667,23,155
4921,693,11781,935,1342,114,15028,3138,14954,1068,1385,87,21,155
6509,1635,10723,824,1133,182,23076,5283,14819,966,1345,209,19,155
4120,896,8292,628,754,121,13923,2966,11283,724,698,307,20,155
3590,1389,14967,1405,1508,0,12739,3808,22622,1846,1767,72,17,155
