8125,207,9172,649,764,288,19130,1188,10072,617,613,301,30,154
5257,468,10888,883,1074,340,19087,2076,15464,1046,1173,345,18,154
8086,412,16647,1280,1471,234,28383,1375,21528,1513,1567,249,20,154
5706,0,17906,1426,2000,363,17094,1313,24382,1809,2404,420,19,154
3749,1197,5160,506,1009,230,14338,3761,7372,567,1191,206,17,154
6463,1175,10341,647,1293,15,17502,3020,13322,642,1322,98,22,154
5139,418,15485,1375,1809,220,16432,1725,19165,1606,2419,307,21,154
4459,134,17374,1352,1700,127,12583,2752,23740,1701,2228,141,20,154
5792,2182,24282,2110,2502,292,16349,5532,28525,2329,2780,370,23,154
4985,716,9483,776,804,193,15487,2403,11650,793,697,324,22,154
4652,3097,9537,920,1075,124,15052,7902,12317,1026,1244,16,20,154
4822,229,15002,1504,1440,0,14731,988,18052,1571,1820,70,22,154
4490,974,16017,1297,1778,216,14266,2503,21017,1462,2326,194,20,154
8635,279,12674,929,1292,179,27573,2523,14928,1030,1368,381,26,154
6724,1178,8197,632,945,288,21889,3545,10734,592,996,324,20,154
4296,947,14545,1280,1612,151,13155,2688,19353,1639,1897,157,19,154
7448,0,20872,1891,2114,115,18913,3058,26405,2307,2655,144,25,154
6445,330,15536,1259,1137,0,25222,1271,21338,1611,1093,56,19,154
5589,1197,9061,841,952,100,13892,3222,10845,861,829,302,23,154
7575,322,7328,622,976,421,20200,2400,8202,630,907,336,28,154
7272,209,12946,1183,1398,333,23436,2471,16334,1289,1616,422,21,154
6935,410,24176,2140,2766,377,17317,1952,27218,2354,2920,367,26,154
4650,89,13057,1171,1677,55,12941,1337,17034,1183,2093,229,21,154
10041,350,651,218,202,144,27639,1448,678,103,68,65,26,154
6467,625,16526,1456,1492,90,19059,2281,21681,1743,1534,256,20,154
6614,0,30860,2513,2931,153,18805,1286,38333,2883,3201,345,21,154
7498,1093,35899,3330,2725,214,23458,2797,44840,4061,2766,424,22,154
9192,1892,47019,3728,3928,0,28773,4091,52162,4047,4212,0,26,154
3872,1986,8473,718,596,11,12181,6723,12031,800,803,0,18,154
7954,222,6037,367,764,80,23433,2868,6861,327,666,149,25,154
7421,487,1128,292,351,1,20342,3170,1093,143,295,241,24,154
6143,2028,6632,671,795,211,12264,4004,7501,661,664,82,27,154
3821,846,8021,611,925,274,17086,3566,12711,820,1145,294,15,154
3803,0,11825,944,1382,38,16242,1011,17586,1210,1849,0,16,154
6135,2108,9621,716,1020,59,20097,5106,13177,741,1100,116,19,154
8939,558,22987,1898,1768,50,24335,3021,24928,1842,1496,189,28,154
6971,169,9293,733,517,0,18553,1337,10434,741,318,0,26,154
4545,246,5880,580,486,279,17811,1423,8723,672,606,266,18,154
5712,1409,22364,1919,1888,138,21398,5164,30968,2495,2062,182,19,154
5510,359,19304,1583,1207,0,20839,1623,24702,1874,1159,0,20,154
6374,1524,22938,1885,2048,91,17000,4965,28427,2364,1877,467,23,154
8128,1125,25590,2132,2133,122,25303,3586,30796,2554,2323,352,24,154
13186,791,273,229,306,286,37432,2338,185,180,127,364,28,154
