6044,723,11572,1052,1126,87,19861,2447,15260,1168,1157,0,21,154
4586,389,15331,1274,1559,601,17091,2320,21136,1616,1757,620,18,154
4670,36,14698,1249,1569,283,17045,2122,19947,1510,1856,533,19,154
6852,473,7474,764,619,272,20311,1769,9676,828,659,243,20,154
4290,39,16656,1369,1663,0,15272,1205,22473,1580,1988,25,19,154
4531,653,16400,1367,2079,292,12181,3963,20615,1414,2228,297,23,154
6493,1311,973,325,271,207,19289,3065,1038,227,228,227,22,154
8154,2497,26758,1937,2646,0,26911,6971,35054,2249,3451,85,25,154
6650,360,11437,1000,757,101,21602,2041,14466,1198,654,79,23,154
4435,502,8196,650,979,72,19003,3160,12784,824,1269,90,16,154
5937,841,13699,1081,1239,221,20422,2386,18343,1201,1256,178,20,154
7125,237,9040,797,592,0,25006,969,11705,869,593,0,21,154
6986,1617,13517,1268,993,0,17891,3602,15599,1236,895,0,26,154
3845,377,13783,1226,1916,323,17430,1906,23449,1923,2679,512,15,154
5867,591,8918,844,1481,250,21096,3306,10537,838,1462,258,23,154
6236,4500,17875,1346,2090,440,18790,12241,24297,1597,2404,395,20,154
3654,443,5988,565,722,105,13496,2274,8162,635,692,91,18,154
7092,803,6164,658,764,0,24736,2271,7997,652,832,0,23,154
3951,721,5503,602,750,70,12434,2159,7025,591,640,0,21,154
7732,678,7741,704,841,309,25258,2557,10374,666,985,374,21,154
8906,566,6687,604,900,159,20399,2895,6748,514,814,250,33,154
11431,704,9961,710,965,0,34652,2471,11790,754,702,0,27,154
4615,532,5404,526,750,114,14588,2555,6947,486,555,175,20,154
8724,1591,15464,1018,1443,162,24377,4117,18312,1111,1122,362,30,154
7083,555,1327,106,361,152,23615,2549,1554,0,187,48,19,154
5154,106,11237,950,996,330,17178,2314,16157,1265,1742,439,18,154
5596,408,12747,1007,889,178,13831,2358,16211,1072,625,226,23,154
9341,1223,8970,934,561,0,28731,4030,10427,874,494,136,27,154
8073,5770,28119,2177,2479,8,24131,10969,32150,2287,2561,129,25,154
3988,63,9332,721,1272,87,15363,1297,13120,817,1469,54,17,154
3385,246,9247,700,1068,113,13530,1884,14567,831,1241,221,16,154
6297,1388,21255,1733,2193,381,19993,4774,26458,2076,2661,516,21,154
5563,174,19795,1538,1414,182,20637,710,28471,2123,2110,162,19,154
7344,1062,21959,2008,2049,317,21106,3070,28408,2448,2502,313,21,154
5141,941,13222,1285,1528,189,16913,2684,18864,1657,2176,210,25,154
8257,706,2685,307,309,156,25676,3494,3051,269,224,111,23,154
4580,36,13163,1207,1139,449,19590,1952,20182,1831,1570,1211,16,154
4182,310,16080,1516,1453,8,13202,2475,22204,2062,1553,0,19,154
5873,0,16904,1241,1574,278,22392,973,22546,1445,1936,328,19,154
4718,33,15837,1304,1443,94,20336,1154,24885,1785,2023,283,16,154
6665,616,12186,992,886,0,21548,3037,15482,1169,717,0,21,154
6172,1065,18521,1469,1376,0,19697,3155,23526,1579,1457,66,21,154
3078,54,6473,673,1105,63,13879,1383,10934,896,1471,0,14,154
6716,360,19964,1624,2157,210,21761,3001,26098,1900,2912,178,20,154
5970,512,1157,229,303,202,19894,2060,1413,167,60,134,22,154
5845,1077,13799,1127,1078,0,16017,2279,17440,1272,1455,94,26,154
10221,1892,31365,2633,3854,125,33610,5506,38428,2988,3881,276,25,154
5565,126,11472,1079,1087,0,15305,1857,14282,1152,1130,437,22,154
4252,164,7636,929,897,223,17883,560,11873,1234,1143,210,16,154
6031,460,19370,1202,1880,207,19980,1468,24168,1495,2138,165,22,154
7309,246,13021,1342,1334,8,18332,3150,15522,1341,1794,0,25,154
3148,0,14695,1180,1239,0,13576,580,23238,1593,1877,75,15,154
4329,94,9585,875,1119,0,12579,1461,12443,1035,1180,0,20,154
5662,0,19381,1678,1341,0,21414,1189,28197,2465,1425,0,19,154
4417,0,9347,860,498,0,18891,1561,14376,1070,394,78,16,154
