4896,487,9754,877,843,168,15445,2266,13153,989,777,432,23,155
7312,530,17722,1499,1812,70,22351,1716,21851,1735,1948,717,22,155
6199,1853,18024,1585,1648,163,22448,4295,22898,1958,1535,497,20,155
8165,312,8723,862,890,0,28916,3068,10684,944,922,278,22,155
6915,651,25206,1996,2384,74,23779,1995,35407,2626,3156,24,18,155
7312,3378,10254,905,1221,389,20145,7789,12562,964,1275,562,22,155
7549,3439,8801,713,1334,0,23439,7726,10305,737,1566,0,25,155
6511,811,20310,1928,1744,0,19833,2083,25033,2178,1981,365,22,155
5792,162,11112,899,1703,0,13747,2538,13303,871,1997,0,25,155
4336,0,10976,952,937,115,17717,1592,16474,1261,1074,255,17,155
5693,0,8524,679,1265,0,13039,601,9956,554,1217,169,25,155
3709,315,17053,1517,1687,22,14298,2223,25169,2025,2054,0,17,155
5424,593,9458,835,1153,117,15275,2595,11478,870,1110,211,22,155
5176,1117,20393,1676,1666,29,16745,2957,25446,1950,2037,177,21,155
5105,515,11395,682,2151,0,16706,1525,15957,924,2738,83,24,155
10452,3973,75868,6502,7271,680,30411,9152,92166,7820,8577,591,22,155
5422,1384,5603,553,473,0,18206,4267,6878,577,247,0,20,155
5114,438,14988,1228,1916,221,14337,1974,19556,1521,2541,318,21,155
5968,182,12157,1094,773,307,23884,1360,17067,1348,861,543,19,155
5482,2485,787,82,402,0,18771,5600,796,86,295,145,22,155
3797,307,7576,614,528,0,16717,1665,11260,706,450,0,16,155
6088,1732,26358,2174,3484,532,18352,4547,35292,2745,4531,591,20,155
4852,309,11271,656,1341,103,14512,1739,14339,655,1464,85,21,155
6781,1702,15729,1472,1553,0,22871,3776,20649,1769,1866,631,24,155
4809,312,14335,1141,1161,305,12757,1803,17876,1163,1204,628,21,155
5072,216,11075,962,1072,323,14033,2656,14628,1274,987,297,23,155
4272,78,14079,1301,1132,63,17869,1162,21241,1842,1555,0,17,155
5545,327,8841,680,838,0,20452,1305,11849,724,852,0,19,155
5123,440,14693,1313,1157,90,18431,2272,20178,1541,1363,0,19,155
4342,169,17677,1643,1728,0,18995,1552,27512,2259,2606,23,16,155
3467,387,4726,520,442,227,14755,1508,7470,626,282,274,15,155
