7707,1160,12265,1096,986,196,22238,3724,14567,1152,731,222,24,154
4441,179,212,248,315,279,14430,1528,138,151,46,233,20,154
6880,1017,223,169,217,135,20032,3309,156,57,0,212,23,154
5405,234,15967,1325,1519,179,18006,1506,22582,1670,1716,94,18,154
9016,0,270,190,195,56,27916,1475,164,84,0,52,21,154
5306,66,185,112,182,0,16368,505,148,11,39,0,25,154
4201,738,16502,1429,1354,0,12793,2390,22104,1637,1626,0,19,154
4731,2101,131,128,295,214,15742,5328,60,55,92,277,20,154
5426,826,251,112,240,117,18709,3331,171,18,10,10,18,154
9385,686,369,146,504,19,24426,2050,293,214,447,175,26,154
7448,665,221,250,220,245,25259,2325,198,150,24,295,20,154
5345,646,140,202,309,153,19382,1978,34,112,51,231,18,154
6251,1323,130,125,265,36,24382,4401,48,78,147,210,19,154
3254,1729,3741,485,411,231,13468,5504,5617,536,488,188,16,154
5438,1085,113,236,323,145,15925,2441,0,139,205,226,23,154
10058,851,214,100,165,291,31139,1918,101,4,42,158,26,154
6937,274,104,62,262,170,19230,2509,76,139,97,322,23,154
5514,375,9651,859,654,289,21667,1336,13803,1006,540,264,17,154
4835,2976,324,206,353,19,14800,7861,218,96,188,67,20,154
5790,0,124,260,192,175,22361,867,19,169,0,145,19,154
4650,556,11024,1076,1761,194,19106,1515,16285,1334,2420,125,18,154
4886,0,178,71,302,361,18416,1350,76,49,79,415,19,154
4936,492,191,77,145,146,15951,2492,94,0,0,58,19,154
4294,0,142,239,274,339,15566,1577,33,237,0,386,19,154
3764,1707,178,148,357,72,13065,5422,67,105,165,0,18,154
7296,648,19189,1622,2079,452,22871,2697,24740,1819,2291,389,21,154
4499,177,197,181,147,148,17474,1629,146,141,130,231,18,154
9847,2402,299,0,275,166,25225,5142,243,0,59,290,25,154
6528,315,145,103,301,363,20744,2038,48,36,177,400,22,154
5981,162,188,128,97,16,19469,597,93,65,0,71,21,154
5803,583,112,65,431,39,20581,2804,76,14,268,158,20,154
6405,555,152,142,226,113,19605,2564,68,73,119,146,21,154
4490,1205,13317,1148,1617,134,13486,3624,18502,1342,2298,84,19,154
10252,498,332,209,151,250,28289,2068,246,81,0,230,23,154
5536,319,110,236,306,52,16221,2683,39,158,89,35,21,154
