4630,1569,7076,601,1163,398,15824,4833,9695,684,1412,412,18,154
8688,161,11725,1160,1563,31,29674,3401,13868,1197,1745,210,22,154
4076,124,11596,1114,1132,0,14799,1250,16950,1434,1531,0,18,154
3746,473,8816,785,1437,374,13007,1660,12421,917,1648,482,18,154
5275,1147,14840,1462,1703,0,17144,3874,18808,1739,1729,63,21,154
7290,1484,341,206,322,57,24049,3940,288,189,94,12,21,154
4685,0,10397,814,715,224,13579,1082,13204,1004,563,360,20,154
4991,202,27305,2329,2449,59,15913,917,35638,3040,2837,167,20,154
5787,1619,14530,1507,1262,286,16294,3985,16502,1465,1415,409,30,154
3232,264,16271,1418,1812,252,14788,3001,26978,2213,2483,258,14,154
6044,1697,30335,2512,2688,144,21383,4735,37829,2912,3275,246,22,154
5198,990,9561,715,621,0,17028,3134,12448,779,520,139,19,154
6265,0,4852,401,862,372,18416,1537,6210,392,877,481,21,154
6740,1351,26435,2239,2827,189,24226,3506,35684,2885,3745,272,19,154
5772,756,14041,1144,1550,259,20807,2500,17925,1316,1700,727,20,154
4021,290,7576,694,968,0,18383,2164,12561,946,1204,0,15,154
8125,969,41937,3692,4865,452,25378,3574,54962,4909,5615,432,21,154
8552,2236,311,157,332,81,22731,6191,212,67,135,197,26,154
4333,16,7521,823,730,80,13470,1566,9819,980,684,151,19,154
4824,1709,15836,1367,1407,194,12497,4342,19299,1583,1399,163,22,154
5378,437,18369,1610,2381,439,20455,2416,25529,2052,2793,638,19,154
8697,465,26758,2078,2620,0,27075,1557,32902,2528,3003,89,23,154
2710,628,8033,793,756,43,12996,2195,14011,1204,887,186,13,154
3724,1493,6775,677,613,213,17325,5034,11263,878,687,354,14,154
6821,256,20803,1660,1905,601,15808,1530,23175,1645,1877,602,27,154
5669,332,300,250,277,186,18749,1764,209,184,102,205,18,154
5603,859,9209,698,1180,108,18085,2376,11988,689,1580,421,22,154
5915,837,676,206,657,197,18294,2813,783,150,478,243,22,154
4538,1488,9895,859,1211,104,15353,4336,13430,1027,1507,336,19,154
5812,1128,8150,769,1013,0,18161,3756,11047,899,1136,0,20,154
4036,510,8647,625,1094,77,13098,2999,11392,687,1247,145,20,154
4987,1065,8455,800,1046,295,14914,3501,10603,889,912,282,21,154
12348,1280,16348,1363,2107,80,25921,3035,18447,1290,2416,58,29,154
10305,5814,1284,49,597,286,20834,10434,1250,5,460,267,33,154
5183,575,142,206,223,146,16843,3421,107,220,0,180,19,154
4716,2404,12988,796,1499,170,16077,7409,19109,940,1862,95,18,154
11251,0,23301,2017,2721,8,30901,914,23725,2046,3017,81,33,154
4059,580,214,206,165,416,15623,2391,162,179,0,626,18,154
5886,716,595,199,46,189,21939,3358,638,124,0,182,23,154
6419,917,67,47,377,128,22461,2917,16,99,218,60,21,154
5618,548,220,64,400,57,15514,2278,157,66,317,247,21,154
4307,340,13235,1186,1431,135,14653,2425,17147,1363,1560,108,20,154
2977,467,13048,1040,1109,183,13779,2685,22009,1578,1347,219,14,154
4930,242,12346,1099,1193,9,16030,753,16552,1337,1307,314,19,154
7533,699,13940,1375,1226,323,21701,3360,16257,1686,1181,334,24,154
7850,952,9025,634,928,498,22670,2833,11566,765,1068,697,21,154
5737,917,13317,1463,1101,384,13166,2981,14488,1561,945,534,29,154
5567,133,6558,763,973,196,16368,699,8568,832,1269,126,20,154
9676,887,19568,1624,1991,419,26468,3030,22700,1678,1774,316,25,154
4076,621,294,83,245,118,15870,2718,262,0,45,0,17,154
6066,1226,6497,652,727,286,20811,3192,8187,670,664,215,21,154
13501,927,1169,352,627,93,47269,3132,1267,276,441,0,23,154
3451,149,15018,1295,1156,228,14134,890,22513,1715,1211,183,16,154
3968,1273,8645,712,824,35,16549,4354,13128,932,880,0,16,154
5116,527,258,241,233,334,15380,2835,338,215,0,338,19,154
7344,362,19845,1610,1991,276,27616,2587,25350,1901,2395,568,20,154
2842,345,10879,970,1263,151,12501,3137,18092,1444,1733,86,14,154
4654,465,321,290,197,298,16726,1388,329,179,60,228,20,154
3847,965,678,136,329,241,17207,2898,906,205,137,211,15,154
7602,563,88,316,353,135,23992,1330,165,202,212,210,24,154
5603,663,10192,949,983,97,22421,3018,14490,1204,1247,171,18,154
