5792,580,258,64,421,291,16833,1882,184,0,217,290,21,155
3148,254,6980,761,1075,0,15807,1769,13415,1238,1680,0,13,155
7877,4151,8052,749,1433,437,27296,9736,9526,758,1399,453,23,155
7367,1182,25228,2080,2366,48,25336,2984,29686,2327,2772,311,23,155
5169,410,11528,857,1344,255,16277,1231,15854,966,1346,195,19,155
5125,76,17680,1510,1885,0,16064,2123,23648,1867,2509,0,19,155
15199,42258,32,10,258,360,21807,39494,232,140,246,194,56,155
6557,14600,272,167,236,155,14248,19467,170,88,259,263,40,155
4094,588,10695,970,886,235,15575,2155,14642,1170,923,159,18,155
4452,1356,6272,502,962,129,15720,3716,8318,541,1049,36,19,155
5834,658,20806,2230,2244,0,19328,2074,28046,2933,2999,340,19,155
6366,164,344,23,213,152,19021,1054,307,0,0,182,22,155
4791,347,314,107,142,21,16283,1159,276,67,0,19,19,155
5581,1293,4926,439,630,8,19263,3437,6430,422,699,0,22,155
4483,307,6236,685,619,79,18300,1580,9412,780,820,269,17,155
6441,2653,161,52,340,137,23233,6938,102,69,180,340,20,155
8899,242,6645,668,972,247,30484,2797,7411,607,1064,361,25,155
5033,1155,13582,1121,1147,0,15007,3072,18257,1318,1149,53,20,155
8587,0,14005,1330,1249,226,23961,1093,16333,1351,1635,457,23,155
4076,327,12287,1061,1338,111,15060,1889,16348,1193,1681,340,19,155
6357,1022,9928,820,948,323,17548,2949,11726,752,819,195,28,155
4617,0,10150,977,1010,216,15397,839,13411,1106,1119,187,19,155
4235,718,7558,730,1067,0,14633,3078,10265,857,1475,0,18,155
5646,103,14904,1189,1143,40,15807,2268,18493,1449,1076,314,21,155
6709,813,36851,3153,3064,474,19932,3516,49002,4098,3649,523,20,155
4987,937,266,61,182,152,16200,3123,207,0,0,224,20,155
9638,364,15403,1322,1535,313,25685,2735,16365,1137,1308,400,30,155
5327,736,13391,1010,1228,285,20034,2109,19757,1222,1278,487,19,155
6590,404,24032,1976,2164,211,20512,1971,32219,2371,2729,401,21,155
6291,1253,7521,872,1118,323,21518,3751,9843,955,1421,421,21,155
4338,345,233,158,130,0,17954,2637,160,54,0,0,16,155
8000,3170,299,49,97,163,25544,7772,184,46,0,145,21,155
4727,749,6721,560,1027,31,16985,2344,8890,577,1042,0,19,155
4527,1005,8549,845,706,120,14604,2831,11292,884,580,93,21,155
4492,578,11000,1057,1262,429,16357,2283,15837,1338,1297,384,18,155
6419,793,15032,1288,1229,101,14527,2210,16581,1238,1044,310,27,155
7644,884,22,116,424,299,22557,2776,124,74,238,324,22,155
7437,395,218,134,285,0,23418,1246,122,145,84,72,22,155
4758,530,185,121,230,117,17507,4342,70,79,0,34,19,155
5565,1655,7129,469,593,240,14710,4694,8337,327,607,345,23,155
9672,487,17617,1559,1888,0,24763,835,19375,1568,1871,0,33,155
4747,801,297,95,190,179,13103,1903,243,13,31,107,21,155
4256,1128,5206,637,737,39,14802,3000,6794,765,745,118,19,155
5051,0,12054,1142,808,86,17497,1221,16665,1469,925,531,18,155
4868,149,11111,971,941,689,16732,1930,15487,1173,864,991,19,155
3999,500,220,260,493,53,15775,1669,142,210,330,0,17,155
6916,1072,326,365,390,108,20134,3265,218,293,334,59,24,155
4973,394,266,281,196,255,13951,1476,259,312,0,509,23,155
5294,1168,9153,872,818,457,18267,3891,12025,926,829,549,20,155
5481,0,21438,1679,2036,354,17990,1501,28574,1972,2537,374,19,155
5497,475,21556,1621,1898,380,14600,1795,25432,1796,2335,550,23,155
5526,0,11391,1097,1351,21,14017,1185,14516,1373,1457,101,26,155
5405,142,9054,812,691,66,17880,1869,11459,934,629,0,21,155
4305,851,5227,533,1089,0,19988,3300,8130,625,1366,0,15,155
4465,872,9022,859,1255,203,15256,3215,12003,974,1391,203,19,155
4472,939,6335,779,1152,16,12133,2735,8458,775,1015,51,21,155
4180,876,276,163,224,267,13431,2746,198,77,8,298,19,155
5627,379,7841,659,1071,180,21939,2979,11197,730,1117,135,19,155
4166,360,226,77,203,173,15496,1490,190,0,16,91,17,155
4925,355,15391,1367,1631,107,15244,1844,19885,1507,1873,68,21,155
3922,1197,279,77,212,193,13897,4152,215,0,0,244,17,155
8745,1800,218,211,240,262,21203,3171,97,94,78,516,30,155
4886,2803,30609,3692,3884,665,17094,8661,39204,4712,4268,1007,20,155
6110,111,11154,842,908,322,17720,823,13418,866,710,447,23,155
4547,1273,11121,865,1317,107,12528,3136,12893,877,1395,40,24,155
5756,322,270,71,368,183,20295,2635,183,0,232,190,18,155
3550,380,8495,847,630,340,13191,1660,12108,1032,765,523,17,155
5701,1544,19667,1918,1909,53,18136,3617,22685,2095,2178,145,23,155
3029,261,7304,713,961,0,13810,1045,12355,970,1306,0,14,155
5845,628,13421,1237,1183,296,17398,2574,17999,1570,1414,419,21,155
5838,696,9677,809,797,213,19920,2011,12500,939,588,139,21,155
3834,0,329,110,217,63,12149,1271,349,94,144,0,19,155
8398,600,19614,1625,1556,394,22608,2119,23591,1645,1535,536,23,155
8796,1489,20653,1735,1795,0,28791,4078,22618,1829,1721,52,26,155
4670,289,185,259,264,0,17709,2735,101,144,103,0,19,155
11433,1619,404,212,236,186,31628,4196,350,188,82,456,24,155
